ortoo_tm__CountryCode__c,ortoo_tm__PostalCode__c,ortoo_tm__City__c,ortoo_tm__State__c,ortoo_tm__StateCode__c,ortoo_tm__Municipality__c,ortoo_tm__MunicipalityCode__c
USA,93207,California Hot Springs,California,CA,Tulare,107
USA,93208,Camp Nelson,California,CA,Tulare,107
USA,93210,Coalinga,California,CA,Fresno,19
USA,93212,Corcoran,California,CA,Kings,31
USA,93215,Delano,California,CA,Kern,29
USA,93216,Delano,California,CA,Kern,29
USA,93218,Ducor,California,CA,Tulare,107
USA,93219,Earlimart,California,CA,Tulare,107
USA,93220,Edison,California,CA,Kern,29
USA,93221,Exeter,California,CA,Tulare,107
USA,93222,Pine Mountain Club,California,CA,Kern,29
USA,93223,Farmersville,California,CA,Tulare,107
USA,93224,Fellows,California,CA,Kern,29
USA,93225,Frazier Park,California,CA,Kern,29
USA,93226,Glennville,California,CA,Kern,29
USA,93227,Goshen,California,CA,Tulare,107
USA,93230,Hanford,California,CA,Kings,31
USA,93232,Hanford,California,CA,Kings,31
USA,93234,Huron,California,CA,Fresno,19
USA,93235,Ivanhoe,California,CA,Tulare,107
USA,93237,Kaweah,California,CA,Tulare,107
USA,93238,Kernville,California,CA,Kern,29
USA,93239,Kettleman City,California,CA,Kings,31
USA,93240,Lake Isabella,California,CA,Kern,29
USA,93241,Lamont,California,CA,Kern,29
USA,93242,Laton,California,CA,Fresno,19
USA,93243,Lebec,California,CA,Kern,29
USA,93244,Lemon Cove,California,CA,Tulare,107
USA,93245,Lemoore,California,CA,Kings,31
USA,93246,Lemoore,California,CA,Kings,31
USA,93247,Lindsay,California,CA,Tulare,107
USA,93249,Lost Hills,California,CA,Kern,29
USA,93250,Mc Farland,California,CA,Kern,29
USA,93251,Mc Kittrick,California,CA,Kern,29
USA,93252,Maricopa,California,CA,Kern,29
USA,93254,New Cuyama,California,CA,Santa Barbara,83
USA,93255,Onyx,California,CA,Kern,29
USA,93256,Pixley,California,CA,Tulare,107
USA,93257,Porterville,California,CA,Tulare,107
USA,93258,Porterville,California,CA,Tulare,107
USA,93260,Posey,California,CA,Tulare,107
USA,93261,Richgrove,California,CA,Tulare,107
USA,93262,Sequoia National Park,California,CA,Tulare,107
USA,93263,Shafter,California,CA,Kern,29
USA,93265,Springville,California,CA,Tulare,107
USA,93266,Stratford,California,CA,Kings,31
USA,93267,Strathmore,California,CA,Tulare,107
USA,93268,Taft,California,CA,Kern,29
USA,93270,Terra Bella,California,CA,Tulare,107
USA,93271,Three Rivers,California,CA,Tulare,107
USA,93272,Tipton,California,CA,Tulare,107
USA,93274,Tulare,California,CA,Tulare,107
USA,93275,Tulare,California,CA,Tulare,107
USA,93276,Tupman,California,CA,Kern,29
USA,93277,Visalia,California,CA,Tulare,107
USA,93278,Visalia,California,CA,Tulare,107
USA,93279,Visalia,California,CA,Tulare,107
USA,93280,Wasco,California,CA,Kern,29
USA,93282,Waukena,California,CA,Tulare,107
USA,93283,Weldon,California,CA,Kern,29
USA,93285,Wofford Heights,California,CA,Kern,29
USA,93286,Woodlake,California,CA,Tulare,107
USA,93287,Woody,California,CA,Kern,29
USA,93290,Visalia,California,CA,Tulare,107
USA,93291,Visalia,California,CA,Tulare,107
USA,93292,Visalia,California,CA,Tulare,107
USA,93301,Bakersfield,California,CA,Kern,29
USA,93302,Bakersfield,California,CA,Kern,29
USA,93303,Bakersfield,California,CA,Kern,29
USA,93304,Bakersfield,California,CA,Kern,29
USA,93305,Bakersfield,California,CA,Kern,29
USA,93306,Bakersfield,California,CA,Kern,29
USA,93307,Bakersfield,California,CA,Kern,29
USA,93308,Bakersfield,California,CA,Kern,29
USA,93309,Bakersfield,California,CA,Kern,29
USA,93311,Bakersfield,California,CA,Kern,29
USA,93312,Bakersfield,California,CA,Kern,29
USA,93313,Bakersfield,California,CA,Kern,29
USA,93314,Bakersfield,California,CA,Kern,29
USA,93380,Bakersfield,California,CA,Kern,29
USA,93383,Bakersfield,California,CA,Kern,29
USA,93384,Bakersfield,California,CA,Kern,29
USA,93385,Bakersfield,California,CA,Kern,29
USA,93386,Bakersfield,California,CA,Kern,29
USA,93387,Bakersfield,California,CA,Kern,29
USA,93388,Bakersfield,California,CA,Kern,29
USA,93389,Bakersfield,California,CA,Kern,29
USA,93390,Bakersfield,California,CA,Kern,29
USA,93401,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93402,Los Osos,California,CA,San Luis Obispo,79
USA,93403,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93405,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93406,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93407,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93408,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93409,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93410,San Luis Obispo,California,CA,San Luis Obispo,79
USA,93412,Los Osos,California,CA,San Luis Obispo,79
USA,93420,Arroyo Grande,California,CA,San Luis Obispo,79
USA,93421,Arroyo Grande,California,CA,San Luis Obispo,79
USA,93422,Atascadero,California,CA,San Luis Obispo,79
USA,93423,Atascadero,California,CA,San Luis Obispo,79
USA,93424,Avila Beach,California,CA,San Luis Obispo,79
USA,93426,Bradley,California,CA,Monterey,53
USA,93427,Buellton,California,CA,Santa Barbara,83
USA,93428,Cambria,California,CA,San Luis Obispo,79
USA,93429,Casmalia,California,CA,Santa Barbara,83
USA,93430,Cayucos,California,CA,San Luis Obispo,79
USA,93432,Creston,California,CA,San Luis Obispo,79
USA,93433,Grover Beach,California,CA,San Luis Obispo,79
USA,93434,Guadalupe,California,CA,Santa Barbara,83
USA,93435,Harmony,California,CA,San Luis Obispo,79
USA,93436,Lompoc,California,CA,Santa Barbara,83
USA,93437,Lompoc,California,CA,Santa Barbara,83
USA,93438,Lompoc,California,CA,Santa Barbara,83
USA,93440,Los Alamos,California,CA,Santa Barbara,83
USA,93441,Los Olivos,California,CA,Santa Barbara,83
USA,93442,Morro Bay,California,CA,San Luis Obispo,79
USA,93443,Morro Bay,California,CA,San Luis Obispo,79
USA,93444,Nipomo,California,CA,San Luis Obispo,79
USA,93445,Oceano,California,CA,San Luis Obispo,79
USA,93446,Paso Robles,California,CA,San Luis Obispo,79
USA,93447,Paso Robles,California,CA,San Luis Obispo,79
USA,93448,Pismo Beach,California,CA,San Luis Obispo,79
USA,93449,Pismo Beach,California,CA,San Luis Obispo,79
USA,93450,San Ardo,California,CA,Monterey,53
USA,93451,San Miguel,California,CA,San Luis Obispo,79
USA,93452,San Simeon,California,CA,San Luis Obispo,79
USA,93453,Santa Margarita,California,CA,San Luis Obispo,79
USA,93454,Santa Maria,California,CA,Santa Barbara,83
USA,93455,Santa Maria,California,CA,Santa Barbara,83
USA,93456,Santa Maria,California,CA,Santa Barbara,83
USA,93457,Santa Maria,California,CA,Santa Barbara,83
USA,93458,Santa Maria,California,CA,Santa Barbara,83
USA,93460,Santa Ynez,California,CA,Santa Barbara,83
USA,93461,Shandon,California,CA,San Luis Obispo,79
USA,93463,Solvang,California,CA,Santa Barbara,83
USA,93464,Solvang,California,CA,Santa Barbara,83
USA,93465,Templeton,California,CA,San Luis Obispo,79
USA,93475,Oceano,California,CA,San Luis Obispo,79
USA,93483,Grover Beach,California,CA,San Luis Obispo,79
USA,93501,Mojave,California,CA,Kern,29
USA,93502,Mojave,California,CA,Kern,29
USA,93504,California City,California,CA,Kern,29
USA,93505,California City,California,CA,Kern,29
USA,93510,Acton,California,CA,Los Angeles,37
USA,93512,Benton,California,CA,Mono,51
USA,93513,Big Pine,California,CA,Inyo,27
USA,93514,Bishop,California,CA,Inyo,27
USA,93515,Bishop,California,CA,Inyo,27
USA,93516,Boron,California,CA,Kern,29
USA,93517,Bridgeport,California,CA,Mono,51
USA,93518,Caliente,California,CA,Kern,29
USA,93519,Cantil,California,CA,Kern,29
USA,93522,Darwin,California,CA,Inyo,27
USA,93523,Edwards,California,CA,Kern,29
USA,93524,Edwards,California,CA,Kern,29
USA,93526,Independence,California,CA,Inyo,27
USA,93527,Inyokern,California,CA,Kern,29
USA,93528,Johannesburg,California,CA,Kern,29
USA,93529,June Lake,California,CA,Mono,51
USA,93530,Keeler,California,CA,Inyo,27
USA,93531,Keene,California,CA,Kern,29
USA,93532,Lake Hughes,California,CA,Los Angeles,37
USA,93534,Lancaster,California,CA,Los Angeles,37
USA,93535,Lancaster,California,CA,Los Angeles,37
USA,93536,Lancaster,California,CA,Los Angeles,37
USA,93539,Lancaster,California,CA,Los Angeles,37
USA,93541,Lee Vining,California,CA,Mono,51
USA,93542,Little Lake,California,CA,Inyo,27
USA,93543,Littlerock,California,CA,Los Angeles,37
USA,93544,Llano,California,CA,Los Angeles,37
USA,93545,Lone Pine,California,CA,Inyo,27
USA,93546,Mammoth Lakes,California,CA,Mono,51
USA,93549,Olancha,California,CA,Inyo,27
USA,93550,Palmdale,California,CA,Los Angeles,37
USA,93551,Palmdale,California,CA,Los Angeles,37
USA,93552,Palmdale,California,CA,Los Angeles,37
USA,93553,Pearblossom,California,CA,Los Angeles,37
USA,93554,Randsburg,California,CA,Kern,29
USA,93555,Ridgecrest,California,CA,Kern,29
USA,93556,Ridgecrest,California,CA,Kern,29
USA,93558,Red Mountain,California,CA,San Bernardino,71
USA,93560,Rosamond,California,CA,Kern,29
USA,93561,Tehachapi,California,CA,Kern,29
USA,93562,Trona,California,CA,San Bernardino,71
USA,93563,Valyermo,California,CA,Los Angeles,37
USA,93581,Tehachapi,California,CA,Kern,29
USA,93584,Lancaster,California,CA,Los Angeles,37
USA,93586,Lancaster,California,CA,Los Angeles,37
USA,93590,Palmdale,California,CA,Los Angeles,37
USA,93591,Palmdale,California,CA,Los Angeles,37
USA,93592,Trona,California,CA,San Bernardino,71
USA,93596,Boron,California,CA,Kern,29
USA,93599,Palmdale,California,CA,Los Angeles,37
USA,93601,Ahwahnee,California,CA,Madera,39
USA,93602,Auberry,California,CA,Fresno,19
USA,93603,Badger,California,CA,Tulare,107
USA,93604,Bass Lake,California,CA,Madera,39
USA,93605,Big Creek,California,CA,Fresno,19
USA,93606,Biola,California,CA,Fresno,19
USA,93607,Burrel,California,CA,Fresno,19
USA,93608,Cantua Creek,California,CA,Fresno,19
USA,93609,Caruthers,California,CA,Fresno,19
USA,93610,Chowchilla,California,CA,Madera,39
USA,93611,Clovis,California,CA,Fresno,19
USA,93612,Clovis,California,CA,Fresno,19
USA,93613,Clovis,California,CA,Fresno,19
USA,93614,Coarsegold,California,CA,Madera,39
USA,93615,Cutler,California,CA,Tulare,107
USA,93616,Del Rey,California,CA,Fresno,19
USA,93618,Dinuba,California,CA,Tulare,107
USA,93619,Clovis,California,CA,Tulare,107
USA,93620,Dos Palos,California,CA,Merced,47
USA,93621,Dunlap,California,CA,Fresno,19
USA,93622,Firebaugh,California,CA,Fresno,19
USA,93623,Fish Camp,California,CA,Mariposa,43
USA,93624,Five Points,California,CA,Fresno,19
USA,93625,Fowler,California,CA,Fresno,19
USA,93626,Friant,California,CA,Fresno,19
USA,93627,Helm,California,CA,Fresno,19
USA,93628,Hume,California,CA,Fresno,19
USA,93630,Kerman,California,CA,Fresno,19
USA,93631,Kingsburg,California,CA,Fresno,19
USA,93633,Kings Canyon National Pk,California,CA,Tulare,107
USA,93634,Lakeshore,California,CA,Fresno,19
USA,93635,Los Banos,California,CA,Merced,47
USA,93636,Madera,California,CA,Merced,47
USA,93637,Madera,California,CA,Madera,39
USA,93638,Madera,California,CA,Madera,39
USA,93639,Madera,California,CA,Madera,39
USA,93640,Mendota,California,CA,Fresno,19
USA,93641,Miramonte,California,CA,Fresno,19
USA,93642,Mono Hot Springs,California,CA,Fresno,19
USA,93643,North Fork,California,CA,Madera,39
USA,93644,Oakhurst,California,CA,Madera,39
USA,93645,O Neals,California,CA,Madera,39
USA,93646,Orange Cove,California,CA,Fresno,19
USA,93647,Orosi,California,CA,Tulare,107
USA,93648,Parlier,California,CA,Fresno,19
USA,93649,Piedra,California,CA,Fresno,19
USA,93650,Fresno,California,CA,Fresno,19
USA,93651,Prather,California,CA,Fresno,19
USA,93652,Raisin City,California,CA,Fresno,19
USA,93653,Raymond,California,CA,Madera,39
USA,93654,Reedley,California,CA,Fresno,19
USA,93656,Riverdale,California,CA,Fresno,19
USA,93657,Sanger,California,CA,Fresno,19
USA,93660,San Joaquin,California,CA,Fresno,19
USA,93661,Santa Rita Park,California,CA,Merced,47
USA,93662,Selma,California,CA,Fresno,19
USA,93664,Shaver Lake,California,CA,Fresno,19
USA,93665,South Dos Palos,California,CA,Merced,47
USA,93666,Sultana,California,CA,Tulare,107
USA,93667,Tollhouse,California,CA,Fresno,19
USA,93668,Tranquillity,California,CA,Fresno,19
USA,93669,Wishon,California,CA,Madera,39
USA,93670,Yettem,California,CA,Tulare,107
USA,93673,Traver,California,CA,Tulare,107
USA,93675,Squaw Valley,California,CA,Fresno,19
USA,93701,Fresno,California,CA,Fresno,19
USA,93702,Fresno,California,CA,Fresno,19
USA,93703,Fresno,California,CA,Fresno,19
USA,93704,Fresno,California,CA,Fresno,19
USA,93705,Fresno,California,CA,Fresno,19
USA,93706,Fresno,California,CA,Fresno,19
USA,93707,Fresno,California,CA,Fresno,19
USA,93708,Fresno,California,CA,Fresno,19
USA,93709,Fresno,California,CA,Fresno,19
USA,93710,Fresno,California,CA,Fresno,19
USA,93711,Fresno,California,CA,Fresno,19
USA,93712,Fresno,California,CA,Fresno,19
USA,93714,Fresno,California,CA,Fresno,19
USA,93715,Fresno,California,CA,Fresno,19
USA,93716,Fresno,California,CA,Fresno,19
USA,93717,Fresno,California,CA,Fresno,19
USA,93718,Fresno,California,CA,Fresno,19
USA,93720,Fresno,California,CA,Fresno,19
USA,93721,Fresno,California,CA,Fresno,19
USA,93722,Fresno,California,CA,Fresno,19
USA,93723,Fresno,California,CA,Fresno,19
USA,93724,Fresno,California,CA,Fresno,19
USA,93725,Fresno,California,CA,Fresno,19
USA,93726,Fresno,California,CA,Fresno,19
USA,93727,Fresno,California,CA,Fresno,19
USA,93728,Fresno,California,CA,Fresno,19
USA,93729,Fresno,California,CA,Fresno,19
USA,93730,Fresno,California,CA,Fresno,19
USA,93737,Fresno,California,CA,Fresno,19
USA,93740,Fresno,California,CA,Fresno,19
USA,93741,Fresno,California,CA,Fresno,19
USA,93744,Fresno,California,CA,Fresno,19
USA,93745,Fresno,California,CA,Fresno,19
USA,93747,Fresno,California,CA,Fresno,19
USA,93750,Fresno,California,CA,Fresno,19
USA,93755,Fresno,California,CA,Fresno,19
USA,93760,Fresno,California,CA,Fresno,19
USA,93761,Fresno,California,CA,Fresno,19
USA,93764,Fresno,California,CA,Fresno,19
USA,93765,Fresno,California,CA,Fresno,19
USA,93771,Fresno,California,CA,Fresno,19
USA,93772,Fresno,California,CA,Fresno,19
USA,93773,Fresno,California,CA,Fresno,19
USA,93774,Fresno,California,CA,Fresno,19
USA,93775,Fresno,California,CA,Fresno,19
USA,93776,Fresno,California,CA,Fresno,19
USA,93777,Fresno,California,CA,Fresno,19
USA,93778,Fresno,California,CA,Fresno,19
USA,93779,Fresno,California,CA,Fresno,19
USA,93786,Fresno,California,CA,Fresno,19
USA,93790,Fresno,California,CA,Fresno,19
USA,93791,Fresno,California,CA,Fresno,19
USA,93792,Fresno,California,CA,Fresno,19
USA,93793,Fresno,California,CA,Fresno,19
USA,93794,Fresno,California,CA,Fresno,19
USA,93844,Fresno,California,CA,Fresno,19
USA,93888,Fresno,California,CA,Fresno,19
USA,93901,Salinas,California,CA,Monterey,53
USA,93902,Salinas,California,CA,Monterey,53
USA,93905,Salinas,California,CA,Monterey,53
USA,93906,Salinas,California,CA,Monterey,53
USA,93907,Salinas,California,CA,Monterey,53
USA,93908,Salinas,California,CA,Monterey,53
USA,93912,Salinas,California,CA,Monterey,53
USA,93915,Salinas,California,CA,Monterey,53
USA,93920,Big Sur,California,CA,Monterey,53
USA,93921,Carmel By The Sea,California,CA,Monterey,53
USA,93922,Carmel,California,CA,Monterey,53
USA,93923,Carmel,California,CA,Monterey,53
USA,93924,Carmel Valley,California,CA,Monterey,53
USA,93925,Chualar,California,CA,Monterey,53
USA,93926,Gonzales,California,CA,Monterey,53
USA,93927,Greenfield,California,CA,Monterey,53
USA,93928,Jolon,California,CA,Monterey,53
USA,93930,King City,California,CA,Monterey,53
USA,93932,Lockwood,California,CA,Monterey,53
USA,93933,Marina,California,CA,Monterey,53
USA,93940,Monterey,California,CA,Monterey,53
USA,93942,Monterey,California,CA,Monterey,53
USA,93943,Monterey,California,CA,Monterey,53
USA,93944,Monterey,California,CA,Monterey,53
USA,93950,Pacific Grove,California,CA,Monterey,53
USA,93953,Pebble Beach,California,CA,Monterey,53
USA,93954,San Lucas,California,CA,Monterey,53
USA,93955,Seaside,California,CA,Monterey,53
USA,93960,Soledad,California,CA,Monterey,53
USA,93962,Spreckels,California,CA,Monterey,53
USA,94002,Belmont,California,CA,San Mateo,81
USA,94005,Brisbane,California,CA,San Mateo,81
USA,94010,Burlingame,California,CA,San Mateo,81
USA,94011,Burlingame,California,CA,San Mateo,81
USA,94014,Daly City,California,CA,San Mateo,81
USA,94015,Daly City,California,CA,San Mateo,81
USA,94016,Daly City,California,CA,San Mateo,81
USA,94017,Daly City,California,CA,San Mateo,81
USA,94018,El Granada,California,CA,San Mateo,81
USA,94019,Half Moon Bay,California,CA,San Mateo,81
USA,94020,La Honda,California,CA,San Mateo,81
USA,94021,Loma Mar,California,CA,San Mateo,81
USA,94022,Los Altos,California,CA,Santa Clara,85
USA,94023,Los Altos,California,CA,Santa Clara,85
USA,94024,Los Altos,California,CA,Santa Clara,85
USA,94025,Menlo Park,California,CA,San Mateo,81
USA,94026,Menlo Park,California,CA,San Mateo,81
USA,94027,Atherton,California,CA,San Mateo,81
USA,94028,Portola Valley,California,CA,San Mateo,81
USA,94030,Millbrae,California,CA,San Mateo,81
USA,94035,Mountain View,California,CA,Santa Clara,85
USA,94037,Montara,California,CA,San Mateo,81
USA,94038,Moss Beach,California,CA,San Mateo,81
USA,94039,Mountain View,California,CA,Santa Clara,85
USA,94040,Mountain View,California,CA,Santa Clara,85
USA,94041,Mountain View,California,CA,Santa Clara,85
USA,94042,Mountain View,California,CA,Santa Clara,85
USA,94043,Mountain View,California,CA,Santa Clara,85
USA,94044,Pacifica,California,CA,San Mateo,81
USA,94060,Pescadero,California,CA,San Mateo,81
USA,94061,Redwood City,California,CA,San Mateo,81
USA,94062,Redwood City,California,CA,San Mateo,81
USA,94063,Redwood City,California,CA,San Mateo,81
USA,94064,Redwood City,California,CA,San Mateo,81
USA,94065,Redwood City,California,CA,San Mateo,81
USA,94066,San Bruno,California,CA,San Mateo,81
USA,94070,San Carlos,California,CA,San Mateo,81
USA,94074,San Gregorio,California,CA,San Mateo,81
USA,94080,South San Francisco,California,CA,San Mateo,81
USA,94083,South San Francisco,California,CA,San Mateo,81
USA,94085,Sunnyvale,California,CA,Santa Clara,85
USA,94086,Sunnyvale,California,CA,Santa Clara,85
USA,94087,Sunnyvale,California,CA,Santa Clara,85
USA,94088,Sunnyvale,California,CA,Santa Clara,85
USA,94089,Sunnyvale,California,CA,Santa Clara,85
USA,94102,San Francisco,California,CA,City and County of San Francisco,75
USA,94103,San Francisco,California,CA,City and County of San Francisco,75
USA,94104,San Francisco,California,CA,City and County of San Francisco,75
USA,94105,San Francisco,California,CA,City and County of San Francisco,75
USA,94107,San Francisco,California,CA,City and County of San Francisco,75
USA,94108,San Francisco,California,CA,City and County of San Francisco,75
USA,94109,San Francisco,California,CA,City and County of San Francisco,75
USA,94110,San Francisco,California,CA,City and County of San Francisco,75
USA,94111,San Francisco,California,CA,City and County of San Francisco,75
USA,94112,San Francisco,California,CA,City and County of San Francisco,75
USA,94114,San Francisco,California,CA,City and County of San Francisco,75
USA,94115,San Francisco,California,CA,City and County of San Francisco,75
USA,94116,San Francisco,California,CA,City and County of San Francisco,75
USA,94117,San Francisco,California,CA,City and County of San Francisco,75
USA,94118,San Francisco,California,CA,City and County of San Francisco,75
USA,94119,San Francisco,California,CA,City and County of San Francisco,75
USA,94120,San Francisco,California,CA,City and County of San Francisco,75
USA,94121,San Francisco,California,CA,City and County of San Francisco,75
USA,94122,San Francisco,California,CA,City and County of San Francisco,75
USA,94123,San Francisco,California,CA,City and County of San Francisco,75
USA,94124,San Francisco,California,CA,City and County of San Francisco,75
USA,94125,San Francisco,California,CA,City and County of San Francisco,75
USA,94126,San Francisco,California,CA,City and County of San Francisco,75
USA,94127,San Francisco,California,CA,City and County of San Francisco,75
USA,94128,San Francisco,California,CA,San Mateo,81
USA,94129,San Francisco,California,CA,City and County of San Francisco,75
USA,94130,San Francisco,California,CA,City and County of San Francisco,75
USA,94131,San Francisco,California,CA,City and County of San Francisco,75
USA,94132,San Francisco,California,CA,City and County of San Francisco,75
USA,94133,San Francisco,California,CA,City and County of San Francisco,75
USA,94134,San Francisco,California,CA,City and County of San Francisco,75
USA,94137,San Francisco,California,CA,City and County of San Francisco,75
USA,94139,San Francisco,California,CA,City and County of San Francisco,75
USA,94140,San Francisco,California,CA,City and County of San Francisco,75
USA,94141,San Francisco,California,CA,City and County of San Francisco,75
USA,94142,San Francisco,California,CA,City and County of San Francisco,75
USA,94143,San Francisco,California,CA,City and County of San Francisco,75
USA,94144,San Francisco,California,CA,City and County of San Francisco,75
USA,94145,San Francisco,California,CA,City and County of San Francisco,75
USA,94146,San Francisco,California,CA,City and County of San Francisco,75
USA,94147,San Francisco,California,CA,City and County of San Francisco,75
USA,94151,San Francisco,California,CA,City and County of San Francisco,75
USA,94158,San Francisco,California,CA,City and County of San Francisco,75
USA,94159,San Francisco,California,CA,City and County of San Francisco,75
USA,94160,San Francisco,California,CA,City and County of San Francisco,75
USA,94161,San Francisco,California,CA,City and County of San Francisco,75
USA,94163,San Francisco,California,CA,City and County of San Francisco,75
USA,94164,San Francisco,California,CA,City and County of San Francisco,75
USA,94172,San Francisco,California,CA,City and County of San Francisco,75
USA,94177,San Francisco,California,CA,City and County of San Francisco,75
USA,94188,San Francisco,California,CA,City and County of San Francisco,75
USA,94203,Sacramento,California,CA,Sacramento,67
USA,94204,Sacramento,California,CA,Sacramento,67
USA,94205,Sacramento,California,CA,Sacramento,67
USA,94206,Sacramento,California,CA,Sacramento,67
USA,94207,Sacramento,California,CA,Sacramento,67
USA,94208,Sacramento,California,CA,Sacramento,67
USA,94209,Sacramento,California,CA,Sacramento,67
USA,94211,Sacramento,California,CA,Sacramento,67
USA,94229,Sacramento,California,CA,Sacramento,67
USA,94230,Sacramento,California,CA,Sacramento,67
USA,94232,Sacramento,California,CA,Sacramento,67
USA,94234,Sacramento,California,CA,Sacramento,67
USA,94235,Sacramento,California,CA,Sacramento,67
USA,94236,Sacramento,California,CA,Sacramento,67
USA,94237,Sacramento,California,CA,Sacramento,67
USA,94239,Sacramento,California,CA,Sacramento,67
USA,94240,Sacramento,California,CA,Sacramento,67
USA,94244,Sacramento,California,CA,Sacramento,67
USA,94245,Sacramento,California,CA,Sacramento,67
USA,94247,Sacramento,California,CA,Sacramento,67
USA,94248,Sacramento,California,CA,Sacramento,67
USA,94249,Sacramento,California,CA,Sacramento,67
USA,94250,Sacramento,California,CA,Sacramento,67
USA,94252,Sacramento,California,CA,Sacramento,67
USA,94254,Sacramento,California,CA,Sacramento,67
USA,94256,Sacramento,California,CA,Sacramento,67
USA,94257,Sacramento,California,CA,Sacramento,67
USA,94258,Sacramento,California,CA,Sacramento,67
USA,94259,Sacramento,California,CA,Sacramento,67
USA,94261,Sacramento,California,CA,Sacramento,67
USA,94262,Sacramento,California,CA,Sacramento,67
USA,94263,Sacramento,California,CA,Sacramento,67
USA,94267,Sacramento,California,CA,Sacramento,67
USA,94268,Sacramento,California,CA,Sacramento,67
USA,94269,Sacramento,California,CA,Sacramento,67
USA,94271,Sacramento,California,CA,Sacramento,67
USA,94273,Sacramento,California,CA,Sacramento,67
USA,94274,Sacramento,California,CA,Sacramento,67
USA,94277,Sacramento,California,CA,Sacramento,67
USA,94278,Sacramento,California,CA,Sacramento,67
USA,94279,Sacramento,California,CA,Sacramento,67
USA,94280,Sacramento,California,CA,Sacramento,67
USA,94282,Sacramento,California,CA,Sacramento,67
USA,94283,Sacramento,California,CA,Sacramento,67
USA,94284,Sacramento,California,CA,Sacramento,67
USA,94285,Sacramento,California,CA,Sacramento,67
USA,94286,Sacramento,California,CA,Sacramento,67
USA,94287,Sacramento,California,CA,Sacramento,67
USA,94288,Sacramento,California,CA,Sacramento,67
USA,94289,Sacramento,California,CA,Sacramento,67
USA,94290,Sacramento,California,CA,Sacramento,67
USA,94291,Sacramento,California,CA,Sacramento,67
USA,94293,Sacramento,California,CA,Sacramento,67
USA,94294,Sacramento,California,CA,Sacramento,67
USA,94295,Sacramento,California,CA,Sacramento,67
USA,94296,Sacramento,California,CA,Sacramento,67
USA,94297,Sacramento,California,CA,Sacramento,67
USA,94298,Sacramento,California,CA,Sacramento,67
USA,94299,Sacramento,California,CA,Sacramento,67
USA,94301,Palo Alto,California,CA,Santa Clara,85
USA,94302,Palo Alto,California,CA,Santa Clara,85
USA,94303,Palo Alto,California,CA,San Mateo,81
USA,94304,Palo Alto,California,CA,Santa Clara,85
USA,94305,Stanford,California,CA,Santa Clara,85
USA,94306,Palo Alto,California,CA,Santa Clara,85
USA,94309,Palo Alto,California,CA,Santa Clara,85
USA,94401,San Mateo,California,CA,San Mateo,81
USA,94402,San Mateo,California,CA,San Mateo,81
USA,94403,San Mateo,California,CA,San Mateo,81
USA,94404,San Mateo,California,CA,San Mateo,81
USA,94497,San Mateo,California,CA,San Mateo,81
USA,94501,Alameda,California,CA,Alameda,1
USA,94502,Alameda,California,CA,Alameda,1
USA,94503,American Canyon,California,CA,Napa,55
USA,94505,Discovery Bay,California,CA,Contra Costa,13
USA,94506,Danville,California,CA,Contra Costa,13
USA,94507,Alamo,California,CA,Contra Costa,13
USA,94508,Angwin,California,CA,Napa,55
USA,94509,Antioch,California,CA,Contra Costa,13
USA,94510,Benicia,California,CA,Solano,95
USA,94511,Bethel Island,California,CA,Contra Costa,13
USA,94512,Birds Landing,California,CA,Solano,95
USA,94513,Brentwood,California,CA,Contra Costa,13
USA,94514,Byron,California,CA,Contra Costa,13
USA,94515,Calistoga,California,CA,Napa,55
USA,94516,Canyon,California,CA,Contra Costa,13
USA,94517,Clayton,California,CA,Contra Costa,13
USA,94518,Concord,California,CA,Contra Costa,13
USA,94519,Concord,California,CA,Contra Costa,13
USA,94520,Concord,California,CA,Contra Costa,13
USA,94521,Concord,California,CA,Contra Costa,13
USA,94522,Concord,California,CA,Contra Costa,13
USA,94523,Pleasant Hill,California,CA,Contra Costa,13
USA,94524,Concord,California,CA,Contra Costa,13
USA,94525,Crockett,California,CA,Contra Costa,13
USA,94526,Danville,California,CA,Contra Costa,13
USA,94527,Concord,California,CA,Contra Costa,13
USA,94528,Diablo,California,CA,Contra Costa,13
USA,94529,Concord,California,CA,Contra Costa,13
USA,94530,El Cerrito,California,CA,Contra Costa,13
USA,94531,Antioch,California,CA,Contra Costa,13
USA,94533,Fairfield,California,CA,Solano,95
USA,94534,Fairfield,California,CA,Solano,95
USA,94535,Travis Afb,California,CA,Solano,95
USA,94536,Fremont,California,CA,Alameda,1
USA,94537,Fremont,California,CA,Alameda,1
USA,94538,Fremont,California,CA,Alameda,1
USA,94539,Fremont,California,CA,Alameda,1
USA,94540,Hayward,California,CA,Alameda,1
USA,94541,Hayward,California,CA,Alameda,1
USA,94542,Hayward,California,CA,Alameda,1
USA,94543,Hayward,California,CA,Alameda,1
USA,94544,Hayward,California,CA,Alameda,1
USA,94545,Hayward,California,CA,Alameda,1
USA,94546,Castro Valley,California,CA,Alameda,1
